customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,predicted_purchases_90d,prob_alive,clv_90d,clv_180d,clv_365d,age,product_type,acquisition_channel
cust_1534,44,120,7918.05,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Credit Card,Mobile App
cust_1537,109,396,14997.85,3,2,4,3-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,47,Loan,Web
cust_1539,114,779,5543.37,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,65,Credit Card,Web
cust_1542,29,672,14662.06,5,4,4,5-4-4,Champions,0.0,0.0,0.0,0.0,0.0,29,Credit Card,Web
cust_1545,271,397,10867.63,1,2,3,1-2-3,Hibernating,0.0,0.0,0.0,0.0,0.0,17,Credit Card,Web
cust_1546,242,250,6135.1,1,2,2,1-2-2,Lost,0.0,0.0,0.0,0.0,0.0,60,Investment,Branch
cust_1547,97,878,13870.89,3,5,4,3-5-4,Loyal,0.0,0.0,0.0,0.0,0.0,40,Credit Card,Web
cust_1551,7,953,3247.89,5,5,1,5-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,37,Loan,Web
cust_1554,335,963,3063.12,1,5,1,1-5-1,At Risk,0.0,0.0,0.0,0.0,0.0,19,Savings Account,Mobile App
cust_1556,184,114,2017.59,2,1,1,2-1-1,Lost,0.0,0.0,0.0,0.0,0.0,44,Loan,Web
cust_1557,318,806,16973.69,1,5,5,1-5-5,At Risk,0.0,0.0,0.0,0.0,0.0,60,Credit Card,Mobile App
cust_1558,58,10,2411.74,4,1,1,4-1-1,Potential Loyal,0.0,0.0,0.02,0.03,0.06,49,Investment,Referral
cust_1559,111,552,8791.93,3,3,3,3-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,38,Investment,Referral
cust_1560,186,684,6484.2,2,4,2,2-4-2,At Risk,0.0,0.0,0.0,0.0,0.0,52,Credit Card,Mobile App
cust_1561,131,599,6207.42,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,26,Savings Account,Mobile App
cust_1562,89,481,14948.57,3,3,4,3-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,21,Loan,Branch
cust_1564,118,599,10360.59,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,36,Investment,Referral
cust_1565,257,762,13155.76,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,57,Credit Card,Mobile App
cust_1568,148,464,1329.47,2,3,1,2-3-1,At Risk,0.0,0.0,0.0,0.0,0.0,53,Loan,Web
cust_1569,220,140,7680.97,1,1,2,1-1-2,Lost,0.0,0.0,0.0,0.0,0.0,49,Credit Card,Web
cust_1572,56,958,603.87,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,40,Loan,Branch
cust_1576,96,686,16920.9,3,4,5,3-4-5,Loyal,0.0,0.0,0.0,0.0,0.0,68,Savings Account,Mobile App
cust_1578,48,342,14219.44,4,2,4,4-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,37,Loan,Web
cust_1580,278,768,3549.38,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,42,Savings Account,Mobile App
cust_1581,203,909,8679.58,2,5,3,2-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,46,Credit Card,Mobile App
cust_1582,199,735,12410.55,2,4,4,2-4-4,At Risk,0.0,0.0,4.61,8.84,17.69,21,Credit Card,Web
cust_1584,124,841,8097.79,3,5,3,3-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,55,Insurance,Agent
cust_1585,200,64,3107.62,2,1,1,2-1-1,Lost,14.483,0.563,44702.63,85910.3,172279.8,49,Savings Account,Mobile App
cust_1586,75,580,10842.51,4,3,3,4-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,27,Loan,Web
cust_1587,157,66,16859.92,2,1,5,2-1-5,Hibernating,0.011,0.0,188.01,360.4,720.14,60,Credit Card,Mobile App
cust_1588,134,432,10499.83,3,3,3,3-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,68,Credit Card,Mobile App
cust_1591,12,308,12114.01,5,2,4,5-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,60,Insurance,Agent
cust_1595,33,568,15539.48,5,3,4,5-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,43,Credit Card,Web
cust_1598,83,783,6088.45,4,4,2,4-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,69,Savings Account,Mobile App
cust_1601,275,268,15257.51,1,2,4,1-2-4,Hibernating,0.0,0.0,0.0,0.0,0.0,66,Savings Account,Mobile App
cust_1604,211,455,8800.18,1,3,3,1-3-3,At Risk,0.0,0.0,0.0,0.0,0.0,66,Savings Account,Mobile App
cust_1606,43,967,14781.23,4,5,4,4-5-4,Champions,0.0,0.0,0.0,0.0,0.0,44,Savings Account,Mobile App
cust_1607,73,821,7536.63,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,36,Investment,Branch
cust_1609,19,502,5673.91,5,3,2,5-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,55,Credit Card,Web
cust_1610,165,736,19340.1,2,4,5,2-4-5,At Risk,0.0,0.0,0.0,0.0,0.0,26,Investment,Referral
cust_1612,128,715,19813.59,3,4,5,3-4-5,Loyal,0.0,0.0,0.0,0.0,0.0,64,Credit Card,Web
cust_1617,142,17,1473.84,2,1,1,2-1-1,Lost,0.932,0.126,1399.75,2690.85,5398.44,49,Loan,Web
cust_1619,98,990,5137.47,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,39,Loan,Branch
cust_1625,42,530,4766.73,4,3,2,4-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,62,Loan,Web
cust_1626,104,611,14914.72,3,4,4,3-4-4,Loyal,0.0,0.0,0.0,0.0,0.0,35,Savings Account,Mobile App
cust_1628,189,857,13575.25,2,5,4,2-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_1634,20,685,17831.46,5,4,5,5-4-5,Champions,0.0,0.0,0.0,0.0,0.0,49,Insurance,Agent
cust_1637,248,668,1840.2,1,4,1,1-4-1,At Risk,1.246,0.005,2258.21,4350.4,8754.61,17,Savings Account,Mobile App
cust_1638,116,163,1132.18,3,1,1,3-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,68,Insurance,Agent
cust_1641,13,125,19669.89,5,1,5,5-1-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,55,Investment,Referral
cust_1642,46,656,4049.39,4,4,2,4-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,32,Credit Card,Web
cust_1644,242,972,7065.54,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_1645,71,663,6748.37,4,4,2,4-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,58,Loan,Branch
cust_1646,59,693,15194.26,4,4,4,4-4-4,Champions,0.0,0.0,0.0,0.0,0.0,55,Savings Account,Mobile App
cust_1649,16,858,14976.77,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,54,Loan,Branch
cust_1652,128,875,3921.0,3,5,1,3-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,65,Savings Account,Mobile App
cust_1654,267,632,15015.5,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,59,Savings Account,Mobile App
cust_1656,121,462,65.86,3,3,1,3-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,66,Credit Card,Web
cust_1657,180,450,18240.08,2,3,5,2-3-5,At Risk,0.0,0.0,0.0,0.0,0.0,45,Savings Account,Mobile App
cust_1660,191,694,14517.47,2,4,4,2-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,27,Loan,Web
cust_1663,6,115,1381.72,5,1,1,5-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,59,Credit Card,Web
cust_1666,194,217,9387.83,2,2,3,2-2-3,Hibernating,0.0,0.0,0.0,0.0,0.0,25,Savings Account,Mobile App
cust_1668,64,589,18538.94,4,3,5,4-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,62,Savings Account,Mobile App
cust_1670,226,403,6194.24,1,2,2,1-2-2,Lost,0.0,0.0,0.0,0.0,0.0,31,Credit Card,Mobile App
cust_1672,63,303,18232.95,4,2,5,4-2-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,34,Investment,Referral
cust_1673,71,466,8987.46,4,3,3,4-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,23,Investment,Branch
cust_1674,20,951,13637.15,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,46,Loan,Branch
cust_1677,64,87,1181.37,4,1,1,4-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,38,Credit Card,Mobile App
cust_1678,293,10,17314.51,1,1,5,1-1-5,Hibernating,2.931,0.974,52973.81,102672.6,208544.22,52,Savings Account,Mobile App
cust_1682,162,163,10458.64,2,1,3,2-1-3,Hibernating,0.0,0.0,0.0,0.0,0.0,23,Loan,Web
cust_1683,45,238,15440.92,4,2,4,4-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,40,Investment,Referral
cust_1685,269,990,17608.1,1,5,5,1-5-5,At Risk,0.0,0.0,0.0,0.0,0.0,40,Investment,Referral
cust_1686,25,655,11814.8,5,4,3,5-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,27,Insurance,Agent
cust_1687,300,334,14767.83,1,2,4,1-2-4,Hibernating,0.11,0.001,1594.55,3083.87,6242.4,30,Credit Card,Web
cust_1689,74,70,6312.94,4,1,2,4-1-2,Potential Loyal,0.0,0.0,1.52,2.87,5.61,56,Loan,Branch
cust_1690,116,174,5356.23,3,1,2,3-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,60,Savings Account,Mobile App
cust_1691,152,853,18992.4,2,5,5,2-5-5,At Risk,0.0,0.0,0.0,0.0,0.0,41,Credit Card,Web
cust_1692,69,799,3714.92,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,62,Credit Card,Mobile App
cust_1695,91,935,3961.7,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,31,Savings Account,Mobile App
cust_1696,50,247,6778.56,4,2,2,4-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,22,Savings Account,Mobile App
cust_1700,235,305,18336.18,1,2,5,1-2-5,Hibernating,0.0,0.0,0.0,0.0,0.0,36,Insurance,Agent
cust_1702,29,203,16599.06,5,1,5,5-1-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,22,Savings Account,Mobile App
cust_1703,172,852,9028.96,2,5,3,2-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,29,Credit Card,Web
cust_1704,173,122,17319.06,2,1,5,2-1-5,Hibernating,0.0,0.0,0.0,0.0,0.0,30,Credit Card,Mobile App
cust_1705,236,569,1794.83,1,3,1,1-3-1,At Risk,0.0,0.0,0.0,0.0,0.0,68,Savings Account,Mobile App
cust_1706,42,850,16457.15,4,5,5,4-5-5,Champions,0.0,0.0,0.0,0.0,0.0,22,Loan,Web
cust_1709,213,490,586.68,1,3,1,1-3-1,At Risk,0.0,0.0,0.0,0.0,0.0,63,Loan,Web
cust_1711,99,623,8920.06,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,65,Savings Account,Mobile App
cust_1712,120,127,16368.58,3,1,5,3-1-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,38,Loan,Branch
cust_1714,17,745,4713.6,5,4,2,5-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,33,Savings Account,Mobile App
cust_1715,29,821,3042.29,5,5,1,5-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,46,Insurance,Agent
cust_1716,48,46,7791.38,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Savings Account,Mobile App
cust_1718,128,114,1837.59,3,1,1,3-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,54,Insurance,Agent
cust_1719,68,415,10862.85,4,3,3,4-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_1720,39,766,1785.26,5,4,1,5-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,33,Savings Account,Mobile App
cust_1721,133,990,9447.52,3,5,3,3-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,57,Savings Account,Mobile App
cust_1722,119,222,2544.56,3,2,1,3-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,54,Savings Account,Mobile App
cust_1724,52,948,3825.08,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,29,Loan,Web
cust_1725,136,502,5112.57,3,3,2,3-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,46,Savings Account,Mobile App
cust_1729,36,95,1625.37,5,1,1,5-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,60,Loan,Web
cust_1730,288,106,3782.24,1,1,1,1-1-1,Lost,1.119,0.038,4188.59,8103.3,16410.7,49,Savings Account,Mobile App
cust_1731,5,631,17442.54,5,4,5,5-4-5,Champions,0.0,0.0,0.0,0.0,0.0,18,Loan,Web
cust_1733,148,614,14610.09,2,4,4,2-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,58,Credit Card,Mobile App
cust_1735,68,925,4272.27,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,41,Investment,Referral
cust_1738,221,492,11489.88,1,3,3,1-3-3,At Risk,0.0,0.0,0.0,0.0,0.0,54,Credit Card,Mobile App
cust_1739,261,65,17941.09,1,1,5,1-1-5,Hibernating,0.152,0.008,2711.05,5243.5,10614.94,30,Credit Card,Mobile App
cust_1741,114,778,8499.46,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,19,Loan,Branch
cust_1742,165,442,8477.32,2,3,3,2-3-3,At Risk,0.0,0.0,0.0,0.0,0.0,44,Loan,Branch
cust_1743,56,915,3230.85,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,37,Savings Account,Mobile App
cust_1748,2,786,10099.72,5,4,3,5-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,31,Loan,Branch
cust_1751,63,262,13234.21,4,2,4,4-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,59,Savings Account,Mobile App
cust_1752,154,132,9202.31,2,1,3,2-1-3,Hibernating,0.0,0.0,0.0,0.0,0.0,17,Savings Account,Mobile App
cust_1755,66,175,1339.07,4,1,1,4-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,49,Investment,Branch
cust_1757,188,10,6265.04,2,1,2,2-1-2,Lost,1.707,0.513,11167.92,21609.41,43777.21,28,Credit Card,Web
cust_1760,11,925,6648.82,5,5,2,5-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,47,Credit Card,Web
cust_1761,180,808,13385.72,2,5,4,2-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,47,Investment,Referral
cust_1763,90,213,14546.2,3,2,4,3-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,54,Credit Card,Web
cust_1766,226,979,4907.72,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,44,Loan,Branch
cust_1771,232,198,193.41,1,1,1,1-1-1,Lost,0.0,0.0,0.0,0.0,0.0,31,Loan,Branch
cust_1772,267,915,15244.8,1,5,4,1-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,59,Investment,Referral
cust_1774,190,108,18014.58,2,1,5,2-1-5,Hibernating,0.0,0.0,0.0,0.0,0.0,25,Loan,Branch
cust_1775,48,290,630.31,4,2,1,4-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Savings Account,Mobile App
cust_1776,284,107,5435.1,1,1,2,1-1-2,Lost,3.478,0.113,18707.9,36176.62,73214.68,40,Loan,Web
cust_1778,55,551,13506.24,4,3,4,4-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,35,Savings Account,Mobile App
cust_1780,119,51,11917.8,3,1,4,3-1-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,16,Savings Account,Mobile App
cust_1781,2,111,15877.22,5,1,5,5-1-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Investment,Referral
cust_1782,224,294,677.28,1,2,1,1-2-1,Lost,0.0,0.0,0.0,0.0,0.0,64,Credit Card,Web
cust_1784,203,188,5049.42,2,1,2,2-1-2,Lost,0.0,0.0,0.0,0.0,0.0,60,Loan,Web
cust_1786,11,720,10769.02,5,4,3,5-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,45,Loan,Web
cust_1793,153,330,11986.04,2,2,4,2-2-4,Hibernating,0.0,0.0,0.0,0.0,0.0,16,Loan,Web
cust_1794,134,500,476.73,3,3,1,3-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,68,Savings Account,Mobile App
cust_1795,116,682,3584.88,3,4,1,3-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,61,Savings Account,Mobile App
cust_1796,67,209,11040.02,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,30,Loan,Branch
cust_1797,150,807,8061.02,2,5,3,2-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,24,Savings Account,Mobile App
cust_1799,41,678,15455.65,4,4,4,4-4-4,Champions,0.0,0.0,0.0,0.0,0.0,64,Savings Account,Mobile App
cust_1800,181,27,9785.01,2,1,3,2-1-3,Hibernating,12.424,0.981,122257.63,234411.63,468554.99,39,Insurance,Agent
cust_1802,39,335,3241.93,5,2,1,5-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,27,Credit Card,Mobile App
cust_1806,130,907,4413.54,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,21,Loan,Web
cust_1808,114,499,18109.08,3,3,5,3-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,61,Savings Account,Mobile App
cust_1809,63,540,7070.22,4,3,2,4-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,39,Savings Account,Mobile App
cust_1810,97,790,4223.23,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,26,Loan,Web
cust_1812,18,591,3545.89,5,3,1,5-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,49,Savings Account,Mobile App
cust_1818,168,228,17435.46,2,2,5,2-2-5,Hibernating,0.0,0.0,0.0,0.0,0.0,35,Loan,Web
cust_1819,60,149,10278.36,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,44,Credit Card,Mobile App
cust_1824,228,600,15228.66,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,61,Loan,Web
cust_1825,60,493,16429.83,4,3,5,4-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,25,Credit Card,Web
cust_1826,164,526,13440.26,2,3,4,2-3-4,At Risk,0.0,0.0,0.0,0.0,0.0,58,Savings Account,Mobile App
cust_1827,230,332,9831.8,1,2,3,1-2-3,Hibernating,0.0,0.0,0.0,0.0,0.0,49,Insurance,Agent
cust_1830,191,601,2239.08,2,4,1,2-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,64,Insurance,Agent
cust_1832,244,342,18972.18,1,2,5,1-2-5,Hibernating,122.221,0.999,2286366.28,4401798.95,8849677.44,21,Credit Card,Web
cust_1835,168,731,4941.64,2,4,2,2-4-2,At Risk,0.0,0.0,0.0,0.0,0.0,69,Loan,Web
cust_1837,2,818,13102.41,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,38,Savings Account,Mobile App
cust_1838,118,677,3185.75,3,4,1,3-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,64,Insurance,Agent
cust_1841,127,588,10866.23,3,3,3,3-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,35,Credit Card,Mobile App
cust_1845,112,693,1740.56,3,4,1,3-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,65,Savings Account,Mobile App
cust_1846,163,422,6164.19,2,3,2,2-3-2,At Risk,0.0,0.0,0.0,0.0,0.0,33,Savings Account,Mobile App
cust_1848,19,422,11494.92,5,3,3,5-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,39,Investment,Referral
cust_1849,233,370,14856.64,1,2,4,1-2-4,Hibernating,0.0,0.0,0.0,0.0,0.0,18,Loan,Web
cust_1850,20,205,11481.98,5,1,3,5-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,47,Savings Account,Mobile App
cust_1851,241,285,3892.79,1,2,1,1-2-1,Lost,56.878,0.565,218391.05,420563.48,845847.91,50,Investment,Branch
cust_1854,154,746,2776.72,2,4,1,2-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,62,Investment,Referral
cust_1855,3,687,16339.97,5,4,5,5-4-5,Champions,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_1858,169,746,10400.37,2,4,3,2-4-3,At Risk,0.0,0.0,0.0,0.0,0.0,29,Investment,Referral
cust_1862,219,707,17991.0,1,4,5,1-4-5,At Risk,0.0,0.0,0.0,0.0,0.0,56,Savings Account,Mobile App
cust_1863,16,497,15255.44,5,3,4,5-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,18,Credit Card,Web
cust_1864,47,434,16936.98,4,3,5,4-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,43,Insurance,Agent
cust_1866,46,483,18253.46,4,3,5,4-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,24,Savings Account,Mobile App
cust_1867,100,446,2301.62,3,3,1,3-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,18,Savings Account,Mobile App
cust_1868,183,383,9133.15,2,2,3,2-2-3,Hibernating,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_1874,9,847,12891.14,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,55,Loan,Branch
cust_1876,139,231,4778.16,3,2,2,3-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,20,Credit Card,Web
cust_1879,91,274,11704.03,3,2,3,3-2-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,39,Credit Card,Web
cust_1881,112,910,10388.77,3,5,3,3-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,53,Investment,Referral
cust_1882,113,31,2698.01,3,1,1,3-1-1,Potential Loyal,22.727,0.987,61498.66,116561.53,229545.21,23,Loan,Web
cust_1883,198,176,10349.86,2,1,3,2-1-3,Hibernating,0.0,0.0,0.0,0.0,0.0,20,Loan,Branch
cust_1890,45,478,6297.74,4,3,2,4-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,28,Savings Account,Mobile App
cust_1891,45,267,4562.6,4,2,2,4-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,43,Credit Card,Mobile App
cust_1894,174,132,18375.93,2,1,5,2-1-5,Hibernating,0.0,0.0,0.0,0.0,0.0,32,Credit Card,Web
cust_1897,36,365,15231.37,5,2,4,5-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,60,Savings Account,Mobile App
cust_1900,158,830,5424.07,2,5,2,2-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,66,Credit Card,Web
cust_1901,139,981,4881.94,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,18,Savings Account,Mobile App
cust_1902,33,327,5138.69,5,2,2,5-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,55,Loan,Branch
cust_1906,110,541,5626.15,3,3,2,3-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,28,Insurance,Agent
cust_1907,167,124,10463.86,2,1,3,2-1-3,Hibernating,0.0,0.0,0.0,0.0,0.0,60,Credit Card,Mobile App
cust_1911,181,724,8186.05,2,4,3,2-4-3,At Risk,0.0,0.0,0.0,0.0,0.0,34,Investment,Referral
cust_1915,25,558,2500.99,5,3,1,5-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,48,Loan,Branch
cust_1917,41,874,1709.71,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,56,Credit Card,Web
cust_1918,59,381,463.08,4,2,1,4-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,28,Credit Card,Mobile App
cust_1919,177,21,18454.32,2,1,5,2-1-5,Hibernating,1.221,0.156,22807.22,43956.85,88515.17,58,Credit Card,Mobile App
cust_1920,30,973,16209.59,5,5,5,5-5-5,Champions,0.0,0.0,0.0,0.0,0.0,60,Loan,Web
cust_1921,45,952,13886.17,4,5,4,4-5-4,Champions,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_1923,154,418,16058.94,2,3,5,2-3-5,At Risk,0.0,0.0,0.0,0.0,0.0,57,Credit Card,Mobile App
cust_1924,40,471,12948.28,5,3,4,5-3-4,Loyal,18.763,0.021,239509.18,440594.96,840610.89,51,Loan,Branch
cust_1930,112,770,17174.32,3,4,5,3-4-5,Loyal,0.0,0.0,0.0,0.0,0.0,60,Credit Card,Web
cust_1931,33,161,3145.04,5,1,1,5-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,66,Credit Card,Web
cust_1933,178,305,6233.54,2,2,2,2-2-2,Lost,0.0,0.0,0.0,0.0,0.0,38,Loan,Web
cust_1938,6,699,12604.7,5,4,4,5-4-4,Champions,0.0,0.0,0.0,0.0,0.0,68,Credit Card,Web
cust_1939,293,863,12882.91,1,5,4,1-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,45,Savings Account,Mobile App
cust_1940,179,852,5630.22,2,5,2,2-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,54,Savings Account,Mobile App
cust_1946,215,691,3279.4,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,28,Credit Card,Mobile App
cust_1947,273,534,14744.32,1,3,4,1-3-4,At Risk,0.0,0.0,0.0,0.0,0.0,44,Savings Account,Mobile App
cust_1948,105,866,18327.13,3,5,5,3-5-5,Loyal,0.0,0.0,0.0,0.0,0.0,27,Savings Account,Mobile App
cust_1949,23,36,2159.85,5,1,1,5-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,54,Credit Card,Mobile App
cust_1953,266,824,10169.96,1,5,3,1-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,61,Loan,Branch
cust_1954,83,96,10327.1,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,42,Insurance,Agent
cust_1960,12,813,12924.94,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,49,Savings Account,Mobile App
cust_1961,22,187,9464.11,5,1,3,5-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,39,Credit Card,Mobile App
cust_1962,18,751,1005.75,5,4,1,5-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,60,Investment,Referral
cust_1963,62,869,14837.58,4,5,4,4-5-4,Champions,0.0,0.0,0.0,0.0,0.0,50,Credit Card,Mobile App
cust_1964,189,487,7271.4,2,3,2,2-3-2,At Risk,0.0,0.0,0.0,0.0,0.0,63,Credit Card,Web
cust_1965,79,353,4497.65,4,2,2,4-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,21,Credit Card,Web
cust_1966,167,18,18965.89,2,1,5,2-1-5,Hibernating,0.214,0.034,4123.03,7958.89,16064.25,34,Savings Account,Mobile App
cust_1967,150,858,15472.32,2,5,4,2-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,45,Credit Card,Mobile App
cust_1969,105,836,5131.78,3,5,2,3-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,25,Savings Account,Mobile App
cust_1970,254,260,16717.51,1,2,5,1-2-5,Hibernating,88.265,0.994,1455694.35,2805240.56,5647742.76,56,Savings Account,Mobile App
